id_produto,nome_medicamento,categoria_regulatoria,numero_registro_produto,data_vencimento_registro,numero_processo,classe_terapeutica,cod_empresa,empresa_detentora_registro,principio_ativo
6771,SMOFLIPID 20%,ESPECÍFICO,100410112,2025-01-07,25351138512200510,NUTRIENTES PARENTERAIS,49324221000104,FRESENIUS KABI BRASIL LTDA,TRIGLICERÍDEOS CADEIA MÉDIA +  ÓLEO DE OLIVA +  ÓLEO DE PEIXE +  ÓLEO DE SOJA
6772,SNIF 3%,ESPECÍFICO,100431281,2029-01-09,2.53514E+16,PRODUTO PARA O APARELHO RESPIRATORIO,61190096000192,EUROFARMA LABORATÓRIOS S.A.,CLORETO DE SÓDIO
6773,SOANZA XR,SIMILAR,105730759,2031-01-03,25351261331202017,ANTIANGINOSOS E VASODILATADORES,60659463002992,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,DICLORIDRATO DE TRIMETAZIDINA
6774,SOCIAN,,120330266,2010-01-01,25351010071200401,NEUROLEPTICOS,61099966000112,SANOFI - SYNTHELABO FARMACÊUTICA LTDA,AMISSULPRIDA
6775,SOCIAN,NOVO,183260319,2025-01-01,25351190201201959,NEUROLEPTICOS,10588595001092,SANOFI MEDLEY FARMACÊUTICA LTDA.,AMISSULPRIDA
6776,SODIX,SIMILAR,154230022,2028-01-03,25351001199200395,ANTINFLAMATORIOS ANTIREUMATICOS,03485572000104,GEOLAB INDÚSTRIA FARMACÊUTICA S/A,DICLOFENACO SÓDICO
6777,SOF D,ESPECÍFICO,105530384,2029-01-03,25351641332201746,VITAMINA D E ANÁLOGOS,56998701000116,ABBOTT LABORATÓRIOS DO BRASIL LTDA,COLECALCIFEROL
6778,SOFOSBUVIR,GENÉRICO,115240005,2028-01-05,25351375607201784,ANTIVIRAIS,53359824000461,BLANVER FARMOQUIMICA E FARMACEUTICA S.A.,SOFOSBUVIR
6779,SOFTALM,SIMILAR,178170117,2028-01-04,25351587832201026,ANTINFLAMATORIOS,61082426000207,COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.,TROMETAMOL CETOROLACO 
6780,SOFTDERM,SIMILAR,103850104,2033-01-05,25351285637201168,GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.,83874628000143,LABORATÓRIO FARMACÊUTICO ELOFAR LTDA,DIPROPIONATO DE BETAMETASONA +  ÁCIDO SALICÍLICO
6781,SOFTEZ,SIMILAR,103850107,2028-01-07,25351647318201195,ANTIALERGICOS TOPICOS,83874628000143,LABORATÓRIO FARMACÊUTICO ELOFAR LTDA,MALEATO DE DEXCLORFENIRAMINA
6782,SOL-CART B,ESPECÍFICO,100850144,2027-01-05,25351733230201195,PRODUTOS PARA HEMODIALISE,31673254000102,LABORATÓRIOS B. BRAUN S/A,BICARBONATO DE SÓDIO
6783,SOLAQUIN,SIMILAR,119610020,2026-01-04,25351449322202056,DESMELANIZANTES,27011022000103,BL INDÚSTRIA OTICA LTDA,HIDROQUINONA
6784,SOLARDRIL,SIMILAR,104971473,2026-01-09,25351801636202155,ANTIALERGICOS TOPICOS,60665981000118,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,CALAMINA +  CLORIDRATO DE DIFENIDRAMINA +  CÂNFORA
6785,SOLIQUA,BIOLÓGICO,183260393,2027-01-07,25351411883201949,ANTIDIABETICOS,10588595001092,SANOFI MEDLEY FARMACÊUTICA LTDA.,INSULINA GLARGINA +  LIXISENATIDA
6786,SOLIRIS,BIOLÓGICO,198110001,2027-01-03,25351199836201512,OUTROS PRODS  NAO ENQUADRADOS EM CLASSE TERAPEUTICA ESPECIF,10284284000149,ALEXION FARMACEUTICA BRASIL IMPORTACAO E DISTRIBUICAO DE PRODUT,ECULIZUMABE
6787,SOLLEVARE,SIMILAR,102350989,2025-01-06,25351468643200911,VASODILATADORES,57507378000365,EMS S/A,CITRATO DE SILDENAFILA
6788,SOLLIEVO,ESPECÍFICO,100431181,2026-01-04,25351923977201613,LAXANTES,61190096000192,EUROFARMA LABORATÓRIOS S.A.,LAURIL SULFATO DE SÓDIO +  SORBITOL 70 %
6789,SOLOMIA,SIMILAR,143810268,2030-01-09,25351014263201461,ANTILIPEMICOS,02814497000107,CIMED INDUSTRIA S.A,FENOFIBRATO
6790,SOLUCAO DE GLICERINA,ESPECÍFICO,117720010,2029-01-05,250000147499428,LAXANTES IRRITANTES OU ESTIMULANTES,01784792000103,EQUIPLEX INDÚSTRIA FARMACÊUTICA LTDA,GLICERINA
6791,SOLUCAO DE GLICOSE,ESPECÍFICO,117720004,2027-01-09,250000067639231,REPOSICAO HIDROELETROLITICA E ALIMENTACAO PARENTERAL,01784792000103,EQUIPLEX INDÚSTRIA FARMACÊUTICA LTDA,GLICOSE
6792,SOLUCAO DE MANITOL EQUIPLEX,ESPECÍFICO,117720008,2029-01-05,2500001474894,REPOSICAO HIDROELETROLITICA E ALIMENTACAO PARENTERAL,01784792000103,EQUIPLEX INDÚSTRIA FARMACÊUTICA LTDA,MANITOL
6793,SOLUCAO FISIOLOGICA DE CLORETO DE SODIO EQUIPLEX,ESPECÍFICO,117720001,2028-01-06,250000067629279,REPOSICAO HIDROELETROLITICA E ALIMENTACAO PARENTERAL,01784792000103,EQUIPLEX INDÚSTRIA FARMACÊUTICA LTDA,CLORETO DE SÓDIO
6794,SOLUCAO FISIOLOGICA DE RINGER COM LACTATO DE SODIO,ESPECÍFICO,102980541,2029-01-03,25351606893202002,MEDICACAO PARA TRATAMENTO DA ACIDOSE METABOLICA,44734671000151,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,CLORETO DE POTÁSSIO +  CLORETO DE SÓDIO +  LACTATO DE SÓDIO +  CLORETO DE CÁLCIO DIIDRATADO
6795,SOLUCÃO DE MANITOL 20%,ESPECÍFICO,100850042,2028-01-11,2599200347572,DIURETICOS SIMPLES,31673254000102,LABORATÓRIOS B. BRAUN S/A,MANITOL
6796,SOLUGEL,NOVO,106750044,2027-01-03,250000274339659,PRODUTOS ANTI-ACNE,63064653000154,LABORATÓRIOS STIEFEL LTDA,PEROXIDO DE BENZOILA +  PERÓXIDO DE BENZOÍLA
6797,SOLUPREN,SIMILAR,106460117,2027-01-10,250000021239711,GLICOCORTICOIDES SISTEMICOS,61282661000141,LABORATÓRIO QUÍMICO FARMACÊUTICO BERGAMO LTDA,SUCCINATO SÓDICO DE METILPREDNISOLONA
6798,SOLUÇÃO DE ACÔNITO COMPOSTO KLEIN,DINAMIZADO,104730023,2027-01-06,2500100689372,MEDICAMENTOS DINAMIZADOS COMPOSTOS,92762277000170,VIDORA FARMACÊUTICA LTDA,ACONITUM NAPELLUS +  ATROPA BELLADONNA +  GELSEMIUM SEMPERVIRENS
6799,SOLUÇÃO DE BARYTA COMPOSTA KLEIN,DINAMIZADO,104730022,2026-01-06,2599200689472,MEDICAMENTOS DINAMIZADOS COMPOSTOS,92762277000170,VIDORA FARMACÊUTICA LTDA,ATROPA BELLADONNA +  BARYTA CARBONICA
6800,"SOLUÇÃO DE BICARBONATO DE SÓDIO 8,4% HALEX ISTAR",ESPECÍFICO,103110020,2027-01-08,2500100002881,ELETROLITOS SIMPLES,01571702000198,HALEX ISTAR INDÚSTRIA FARMACÊUTICA SA,BICARBONATO DE SÓDIO
6801,SOLUÇÃO DE CLORETO DE POTASSIO,ESPECÍFICO,117720007,2029-01-04,250000112449394,REPOSICAO HIDROELETROLITICA E ALIMENTACAO PARENTERAL,01784792000103,EQUIPLEX INDÚSTRIA FARMACÊUTICA LTDA,CLORETO DE POTÁSSIO
6802,SOLUÇÃO DE CLORETO DE POTÁSSIO,ESPECÍFICO,110850015,2025-01-12,253510022430015,ELETROLITOS SIMPLES,06628333000146,FARMACE INDÚSTRIA QUÍMICO-FARMACÊUTICA CEARENSE LTDA,CLORETO DE POTÁSSIO
6803,SOLUÇÃO DE CLORETO DE SODIO B.BRAUN,ESPECÍFICO,100850035,2029-01-12,2599201237564,REIDRATANTES PARENTERAIS,31673254000102,LABORATÓRIOS B. BRAUN S/A,CLORETO DE SÓDIO
6804,SOLUÇÃO DE GLICOSE,ESPECÍFICO,102980538,2027-01-10,25351606794202012,REIDRATANTES PARENTERAIS,44734671000151,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,GLICOSE
6805,SOLUÇÃO DE GLICOSE B. BRAUN,ESPECÍFICO,100850024,2029-01-12,2599201237864,NUTRIENTES PARENTERAIS,31673254000102,LABORATÓRIOS B. BRAUN S/A,GLICOSE
6806,SOLUÇÃO DE MANITOL 20%,ESPECÍFICO,102980534,2027-01-04,2.53516E+16,DIURETICOS SIMPLES,44734671000151,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,MANITOL
6807,SOLUÇÃO DE RINGER,ESPECÍFICO,102980533,2029-01-03,25351606753202026,REIDRATANTES PARENTERAIS,44734671000151,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,CLORETO DE POTÁSSIO +  CLORETO DE SÓDIO +  CLORETO DE CÁLCIO DIIDRATADO
6808,SOLUÇÃO DE RINGER COM LACTATO,ESPECÍFICO,100850044,2028-01-11,2599200966264,REPOSICAO HIDROELETROLITICA E ALIMENTACAO PARENTERAL,31673254000102,LABORATÓRIOS B. BRAUN S/A,CLORETO DE CÁLCIO 2H2O +  CLORETO DE POTÁSSIO +  CLORETO DE SÓDIO +  LACTATO DE SÓDIO
6809,SOLUÇÃO DE RINGER COM LACTATO,ESPECÍFICO,104910061,2026-01-06,2500100619281,REPOSICAO HIDROELETROLITICA E ALIMENTACAO PARENTERAL,55972087000150,JP INDUSTRIA FARMACEUTICA S/A,CLORETO DE CÁLCIO 2H2O +  CLORETO DE POTÁSSIO +  CLORETO DE SÓDIO +  LACTATO DE SÓDIO +  CLORETO DE CÁLCIO DIIDRATADO
6810,SOLUÇÃO DE RINGER COM LACTATO DE SÓDIO,ESPECÍFICO,103460015,2029-01-10,25351445236201038,REIDRATANTES PARENTERAIS,47231121000108,BEKER PRODUTOS FÁRMACO HOSPITALARES LTDA,CLORETO DE POTÁSSIO +  CLORETO DE SÓDIO +  LACTATO DE SÓDIO +  CLORETO DE CÁLCIO DIIDRATADO
6811,SOLUÇÃO ENEMA DE GLICERINA,ESPECÍFICO,102980535,2027-01-11,25351607493202014,ENEMAS,44734671000151,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,GLICEROL
6812,SOLUÇÃO FISIOLÓGICA,ESPECÍFICO,116880031,2028-01-12,25351577696201765,REIDRATANTES PARENTERAIS,58635830000175,FARMARIN INDUSTRIA E COMERCIO LTDA,CLORETO DE SÓDIO
6813,SOLUÇÃO FISIOLÓGICA,ESPECÍFICO,116880035,2029-01-03,25351608232201716,REPOSICAO HIDROELETROLITICA E ALIMENTACAO PARENTERAL,58635830000175,FARMARIN INDUSTRIA E COMERCIO LTDA,CLORETO DE SÓDIO
6814,"SOLUÇÃO FISIOLÓGICA A 0,9%",ESPECÍFICO,102980540,2028-01-07,25351607500202070,REIDRATANTES PARENTERAIS,44734671000151,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,CLORETO DE SÓDIO
6815,SOLUÇÃO FISIOLÓGICA DE CLORETO DE SÓDIO,ESPECÍFICO,132230026,2028-01-02,25351205759200206,REIDRATANTES PARENTERAIS,01440590000136,FRESENIUS MEDICAL CARE LTDA,CLORETO DE SÓDIO
6816,SOLUÇÃO FISIOLÓGICA DE RINGER COM LACTATO,ESPECÍFICO,100431052,2029-01-04,25351279547201184,REIDRATANTES PARENTERAIS,61190096000192,EUROFARMA LABORATÓRIOS S.A.,CLORETO DE POTÁSSIO +  CLORETO DE SÓDIO +  LACTATO DE SÓDIO +  CLORETO DE CÁLCIO DIIDRATADO
6817,SOLUÇÃO GLICOCLORETADA BASA,ESPECÍFICO,107250296,2025-01-07,25351161990200515,REIDRATANTES PARENTERAIS,88610555000104,INDUSTRIA FARMACEUTICA BASA LTDA,CLORETO DE SÓDIO +  GLICOSE
6818,SOLUÇÃO GLICOFISIOLÓGICA,ESPECÍFICO,100410011,2029-01-12,2599100596079,REIDRATANTES PARENTERAIS,49324221000104,FRESENIUS KABI BRASIL LTDA,CLORETO DE SÓDIO +  GLICOSE
6819,SOLUÇÃO GLICOFISIOLÓGICA,ESPECÍFICO,106830066,2027-01-10,2500100874386,REPOSICAO HIDROELETROLITICA E ALIMENTACAO PARENTERAL,49351786000261,BAXTER HOSPITALAR LTDA,CLORETO DE SÓDIO +  GLICOSE
6820,SOLUÇÃO GLICOFISIOLÓGICA BEKER,ESPECÍFICO,103460013,2028-01-02,25001006934820,REPOSICAO HIDROELETROLITICA E ALIMENTACAO PARENTERAL,47231121000108,BEKER PRODUTOS FÁRMACO HOSPITALARES LTDA,CLORETO DE SÓDIO +  GLICOSE
6821,SOLUÇÃO GLICOFISIOLÓGICA EQUIPLEX,ESPECÍFICO,117720002,2028-01-06,250000067669220,REPOSICAO HIDROELETROLITICA E ALIMENTACAO PARENTERAL,01784792000103,EQUIPLEX INDÚSTRIA FARMACÊUTICA LTDA,CLORETO DE SÓDIO +  GLICOSE
6822,SOLUÇÃO P/ DIÁLISE PERITONEAL,ESPECÍFICO,100410118,2026-01-11,25351058208200662,PRODUTOS PARA DIALISE,49324221000104,FRESENIUS KABI BRASIL LTDA,CLORETO DE CÁLCIO 2H2O +  CLORETO DE MAGNÉSIO +  CLORETO DE SÓDIO +  GLICOSE MONOIDRATADA +  LACTATO DE SÓDIO
6823,SOLUÇÃO PARA DIÁLISE PERITONIAL COM GLICOSE,ESPECÍFICO,103460014,2027-01-11,2599100072280,SOLUCOES PARA DIALISE PERITONIAL,47231121000108,BEKER PRODUTOS FÁRMACO HOSPITALARES LTDA,CLORETO DE MAGNÉSIO HEXAIDRATADO +  CLORETO DE SÓDIO +  GLICOSE +  LACTATO DE SÓDIO +  CLORETO DE CÁLCIO DIIDRATADO
6824,SOLUÇÃO RINGER COM LACTATO,ESPECÍFICO,117720005,2028-01-06,250000067659267,REPOSICAO HIDROELETROLITICA E ALIMENTACAO PARENTERAL,01784792000103,EQUIPLEX INDÚSTRIA FARMACÊUTICA LTDA,CLORETO DE CÁLCIO DI-HIDRATADO +  CLORETO DE POTÁSSIO +  CLORETO DE SÓDIO +  LACTATO DE SÓDIO
6825,SOLUÇÃO RINGER COM LACTATO,ESPECÍFICO,100410103,2026-01-09,25351042612200452,REPOSICAO HIDROELETROLITICA E ALIMENTACAO PARENTERAL,49324221000104,FRESENIUS KABI BRASIL LTDA,CLORETO DE POTÁSSIO +  CLORETO DE SÓDIO +  LACTATO DE SÓDIO +  CLORETO DE CÁLCIO DIIDRATADO
6826,SOLUÇÃO RINGER SIMPLES EQUIPLEX,ESPECÍFICO,117720003,2028-01-06,250000067679292,REPOSICAO HIDROELETROLITICA E ALIMENTACAO PARENTERAL,01784792000103,EQUIPLEX INDÚSTRIA FARMACÊUTICA LTDA,CLORETO DE CÁLCIO +  CLORETO DE POTÁSSIO +  CLORETO DE SÓDIO
6827,SOLUÇÃO SALINA BALANCEADA - HALEX ISTAR,ESPECÍFICO,103110096,2028-01-01,25351167676200201,MEDICAMENTOS COM ACAO NO APARELHO VISUAL,01571702000198,HALEX ISTAR INDÚSTRIA FARMACÊUTICA SA,ACETATO DE SÓDIO TRIIDRATADO +  CITRATO DE SÓDIO DI-HIDRATADO +  CLORETO DE MAGNÉSIO HEXAIDRATADO +  CLORETO DE POTÁSSIO +  CLORETO DE SÓDIO +  CLORETO DE CÁLCIO DIIDRATADO
6828,SOMAFLEX AP,SIMILAR,135690693,2026-01-12,25351402681201582,ANTINFLAMATORIOS ANTIREUMATICOS,00923140000131,EMS SIGMA PHARMA LTDA,DICLOFENACO SÓDICO
6829,SOMALGIN CARDIO,SIMILAR,135690647,2028-01-02,25351615184201050,ANALGESICOS NAO NARCOTICOS,00923140000131,EMS SIGMA PHARMA LTDA,CARBONATO DE MAGNÉSIO +  GLICINATO DE ALUMÍNIO +  ÁCIDO ACETILSALICÍLICO
6830,SOMALIUM,SIMILAR,105730152,2025-01-09,2599201862068,ANSIOLITICOS SIMPLES,60659463002992,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,BROMAZEPAM
6831,SOMATULINE AUTOGEL,NOVO,169770002,2029-01-08,25351128844200821,HORMONIO HIPOTALAMICO-ANALOGO DA SOMATOSTATINA,07718721000180,BEAUFOUR IPSEN FARMACÊUTICA LTDA,ACETATO DE LANREOTIDA
6832,SOMAVERT,BIOLÓGICO,121100450,2030-01-04,25351190293201977,OUTROS HORMONIOS MEDIADORES E PRODUTOS EQUIVALENTES,61072393000133,WYETH INDÚSTRIA FARMACÊUTICA LTDA,PEGVISOMANTO
6833,SOMINEX,FITOTERÁPICO,102351334,2030-01-02,25351681765201734,ANSIOLITICOS SIMPLES,57507378000365,EMS S/A,PASSIFLORA INCARNATA L.
6834,SOMINEX COMPOSTO,FITOTERÁPICO,102351343,2030-01-04,25351367681201871,ANSIOLITICOS-ASSOCIACOES MEDICAMENTOSAS + FITOTERAPICO COMPOSTO,57507378000365,EMS S/A,CRATAEGUS RHIPIDOPHYLLA GAND. +  PASSIFLORA INCARNATA L. +  VALERIANA OFFICINALIS L.
6835,SONARIN,SIMILAR,154230128,2028-01-07,25351181052200884,DESCONGESTIONANTES NASAIS TOPICOS,03485572000104,GEOLAB INDÚSTRIA FARMACÊUTICA S/A,CLORIDRATO DE NAFAZOLINA
6836,SONEBON,SIMILAR,135690589,2028-01-07,25351644882201036,ANSIOLITICOS SIMPLES,00923140000131,EMS SIGMA PHARMA LTDA,NITRAZEPAM
6837,SONOLIS,FITOTERÁPICO,144930058,2029-01-04,25351135045202005,ANSIOLITICOS SIMPLES + ANTIESPASMODICOS,01858973000129,AIRELA INDÚSTRIA FARMACÊUTICA LTDA.,MELISSA OFFICINALIS L.
6838,SONORIPAN,FITOTERÁPICO,101550221,2026-01-03,250000203649761,ANSIOLITICOS SIMPLES + FITOTERAPICO SIMPLES,60726692000181,MARJAN INDÚSTRIA E COMÉRCIO LTDA,VALERIANA OFFICINALIS L.
6839,SONOTABS,FITOTERÁPICO,106890154,2025-01-12,25351191777200538,ANSIOLÍTICOS,92695691000103,KLEY HERTZ FARMACEUTICA S.A,VALERIANA OFFICINALIS L.
6840,SONOVUE,NOVO,180370006,2028-01-09,25351630277201010,CONTRASTES RADIOLOGICOS,10742412000401,BRACCO IMAGING DO BRASIL IMPORTAÇÃO E DISTRIBUIÇÃO DE MEDICAMEN,HEXAFLUORETO DE ENXOFRE
6841,SONRIDOR,NOVO,101070169,2028-01-05,25351212097200212,ANALGESICOS NAO NARCOTICOS,33247743000110,GLAXOSMITHKLINE BRASIL LTDA,PARACETAMOL
6842,SONRIDOR CAF,NOVO,101070220,2029-01-05,25351051371200351,ANALGESICOS NAO NARCOTICOS,33247743000110,GLAXOSMITHKLINE BRASIL LTDA,CAFEÍNA ANIDRA +  PARACETAMOL
6843,SONRISAL,SIMILAR,101070141,2025-01-09,2599100863280,ANTIACIDO,33247743000110,GLAXOSMITHKLINE BRASIL LTDA,ACIDO ACETILSALICILICO +  ACIDO CITRICO +  BICARBONATO DE SÓDIO +  CARBONATO DE SÓDIO +  ÁCIDO ACETILSALICÍLICO +  ÁCIDO CÍTRICO
6844,SOPROSTIL,SIMILAR,100330082,2003-01-02,250000319909629,OUTROS PRODUTOS COM ACAO NO TRATO URINARIO,61230314000175,LIBBS FARMACÊUTICA LTDA,TANSULOSINA
6845,SORBITOL + MANITOL,ESPECÍFICO,103110175,2029-01-09,25351000320201848,PRODUTOS PARA PROCEDIMENTOS ESPECIALIZADOS,01571702000198,HALEX ISTAR INDÚSTRIA FARMACÊUTICA SA,MANITOL +  SORBITOL
6846,SORINAN,SIMILAR,117170006,2028-01-01,250000176369791,DESCONGESTIONANTES NASAIS TOPICOS,25773037000183,PHARMASCIENCE INDUSTRIA FARMACEUTICA S.A,CLORETO DE BENZALCÔNIO +  CLORETO DE SÓDIO + ASSOCIAÇÕES +  CLORIDRATO DE NAFAZOLINA
6847,SORINE,SIMILAR,105730050,2025-01-01,2599100536880,DESCONGESTIONANTES NASAIS TOPICOS,60659463002992,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,CLORIDRATO DE NAFAZOLINA
6848,SORINE H,NOVO,105730352,2025-01-04,25351014273200503,DESCONGESTIONANTES NASAIS TOPICOS,60659463002992,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,CLORETO DE SÓDIO
6849,SORISMA N,SIMILAR,162410021,2027-01-10,25351700847201186,DESCONGESTIONANTES NASAIS TOPICOS,04656253000179,MARIOL INDUSTRIAL LTDA,CLORIDRATO DE NAFAZOLINA
6850,SORO ANTI-RÁBICO,BIOLÓGICO,112090131,2028-01-12,25351362520200577,SOROS IMUNOPROTETORES,17503475000101,FUNDAÇÃO EZEQUIEL DIAS - FUNED,IMUNOGLOBULINA ANTIRRÁBICA
6851,SORO ANTIBOTROPICO (PENTAVALENTE),,139670001,2027-01-08,25351547966201553,SOROS IMUNOPROTETORES,76416866000140,SECRETARIA DE ESTADO DA SAÚDE,IMUNOGLOBULINA HETERÓLOGA CONTRA VENENO DE BOTHROPS SP
6852,SORO ANTIBOTRÓPICO,NOVO,104070004,2027-01-09,250000117749205,SOROS IMUNOPROTETORES,30064034000100,INSTITUTO VITAL BRAZIL S/A,IMUNOGLOBULINA HETERÓLOGA CONTRA VENENO DE BOTHROPS SP
6853,SORO ANTIBOTRÓPICO,BIOLÓGICO,112090118,2028-01-05,25351201578200201,SOROS IMUNOPROTETORES,17503475000101,FUNDAÇÃO EZEQUIEL DIAS - FUNED,IMUNOGLOBULINA HETERÓLOGA CONTRA VENENO DE BOTHROPS SP
6854,SORO ANTIBOTRÓPICO LAQUÉTICO,BIOLÓGICO,104070098,2027-01-06,25351306627200535,SOROS IMUNOPROTETORES,30064034000100,INSTITUTO VITAL BRAZIL S/A,IMUNOGLOBULINA HETERÓLOGA CONTRA O VENENO DE LACHESIS MUTA +  IMUNOGLOBULINA HETERÓLOGA CONTRA VENENO DE BOTHROPS SP
6855,SORO ANTIBOTRÓPICO-CROTÁLICO,BIOLÓGICO,104070099,2027-01-06,25351306664200543,SOROS IMUNOPROTETORES,30064034000100,INSTITUTO VITAL BRAZIL S/A,IMUNOGLOBULINA HETERÓLOGA CONTRA VENENO DE BOTHROPS SP +  IMUNOGLOBULINA HETERÓLOGA CONTRA VENENO DE CROTALUS SP
6856,SORO ANTIBOTULINICO E,BIOLÓGICO,122340037,2025-01-11,25351223651200530,SOROS IMUNOPROTETORES,61821344000156,INSTITUTO BUTANTAN,IMUNOGLOBULINA HETERÓLOGA
6857,SORO ANTICROTÁLICO,BIOLÓGICO,104070008,2027-01-09,250000117789258,SOROS IMUNOPROTETORES,30064034000100,INSTITUTO VITAL BRAZIL S/A,IMUNOGLOBULINA HETERÓLOGA CONTRA VENENO DE CROTALUS SP
6858,SORO ANTIDIFTERICO,BIOLÓGICO,122340011,2028-01-02,25351191628200226,SOROS IMUNOPROTETORES,61821344000156,INSTITUTO BUTANTAN,IMUNOGLOBULINA HETERÓLOGA CONTRA TOXINA DIFTÉRICA
6859,SORO ANTIESCORPIÔNICO,BIOLÓGICO,112090119,2028-01-05,25351201569200210,SOROS IMUNOPROTETORES,17503475000101,FUNDAÇÃO EZEQUIEL DIAS - FUNED,IMUNOGLOBULINA HETERÓLOGA CONTRA VENENO DE TITYUS SERRULATUS
6860,SORO ANTIESCORPIÔNICO,BIOLÓGICO,104070097,2027-01-06,25351306586200587,SOROS IMUNOPROTETORES,30064034000100,INSTITUTO VITAL BRAZIL S/A,IMUNOGLOBULINA HETERÓLOGA CONTRA VENENO DE TITYUS SERRULATUS
6861,SORO ANTILATRODÉCTICO,BIOLÓGICO,104070096,2027-01-06,25351306536200508,SOROS IMUNOPROTETORES,30064034000100,INSTITUTO VITAL BRAZIL S/A,IMUNOGLOBULINA HETERÓLOGA
6862,SORO ANTILONÔMICO,BIOLÓGICO,122340021,2028-01-01,25351191452200211,SOROS IMUNOPROTETORES,61821344000156,INSTITUTO BUTANTAN,IMUNOGLOBULINA HETERÓLOGA CONTRA VENENO DE LONOMIA OBLIQUA
6863,SORO ANTILOXOSCELICO,BIOLÓGICO,139670002,2027-01-07,25351547958201590,SOROS IMUNOPROTETORES,76416866000140,SECRETARIA DE ESTADO DA SAÚDE,IMUNOGLOBULINA HETERÓLOGA
6864,SORO ANTIRRÁBICO,BIOLÓGICO,104070100,2027-01-09,250000117809208,SOROS IMUNOPROTETORES,30064034000100,INSTITUTO VITAL BRAZIL S/A,IMUNOGLOBULINA ANTIRRÁBICA
6865,SORO ANTITETÂNICO,BIOLÓGICO,104070040,2027-01-05,2599200420569,SOROS IMUNOPROTETORES,30064034000100,INSTITUTO VITAL BRAZIL S/A,PLASMA DE EQUINO
6866,SOROLIV HIPERTÔNICO,ESPECÍFICO,103700546,2025-01-10,25351105716201039,OUTROS PRODUTOS PARA O APARELHO RESPIRATORIO,17159229000176,LABORATÓRIO TEUTO BRASILEIRO S/A,CLORETO DE SÓDIO
6867,SOROZINC,ESPECÍFICO,115600242,2026-01-12,25351582444202053,,17562075000169,CIFARMA CIENTÍFICA FARMACÊUTICA LTDA,CITRATO DE SÓDIO DI-HIDRATADO +  CLORETO DE POTÁSSIO +  CLORETO DE SÓDIO +  GLICONATO DE ZINCO +  GLICOSE
6868,SOSSEG,FITOTERÁPICO,143810264,2030-01-08,25351264004201801,ANSIOLITICOS SIMPLES,02814497000107,CIMED INDUSTRIA S.A,PASSIFLORA INCARNATA L.
6869,SOTAHEXAL,SIMILAR,100470284,2026-01-02,253510247530025,BETABLOQUEADORES SIMPLES,61286647000116,SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA,CLORIDRATO DE SOTALOL
6870,SOVALDI,NOVO,109290001,2025-01-03,25351480189201467,ANTIVIROTICOS,15670288000189,GILEAD SCIENCES FARMACEUTICA DO BRASIL LTDA,SOFOSBUVIR
6871,SOYNATI,FITOTERÁPICO,117170062,2026-01-01,25351408281200517,COADJUVANTE NO TRATAMENTO DO CLIMATERIO + FITOTERAPICO SIMPLES,25773037000183,PHARMASCIENCE INDUSTRIA FARMACEUTICA S.A,GLYCINE MAX (L.) MERR.
6872,SPARK,SIMILAR,100431383,2029-01-10,25351111739202120,ANTICONVULSIVANTES,61190096000192,EUROFARMA LABORATÓRIOS S.A.,LEVETIRACETAM
6873,SPASCUPREEL,DINAMIZADO,161980002,2028-01-02,25351343339200561,MEDICAMENTOS DINAMIZADOS COMPOSTOS,05994539000127,HEEL DO BRASIL BIOMÉDICA LTDA,ACONITUM NAPELLUS +  AMMONIUM BROMATUM +  AGARICUS MUSCARIUS +  CHAMOMILLA RECUTITA +  CITRULLUS COLOCYNTHIS SCHRAD. +  COLOCYNTHIS +  GELSEMIUM SEMPERVIRENS +  MAGNESIUM PHOSPHORICUM +  MATRICARIA RECUTITA L. +  PASSIFLORA INCARNATA +  VERATRUM ALBUM +  ATROPINUM SULFURICUM +  CUPRUM SULFURICUM
6874,SPECDERA,FITOTERÁPICO,105350207,2029-01-04,2.53514E+16,EXPECTORANTES + FITOTERAPICO SIMPLES,17115437000173,LABORATÓRIO GLOBO SA,HEDERA HELIX L.
6875,SPECTOFLUX,SIMILAR,105350132,2028-01-05,253510200160116,EXPECTORANTES BALSAMICOS E MUCOLITICO,17115437000173,LABORATÓRIO GLOBO SA,CLORIDRATO DE AMBROXOL
